main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,combined_text,processed_text
Video Games,Disney's Pinocchio - Nintendo Super NES,4.2,21,[],[],99.99,"[{'thumb': 'https://m.media-amazon.com/images/I/51VeG3gaZvL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51VeG3gaZvL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81+15bQWhwL._SL1500_.jpg'}]",[],Nintendo,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Super Nintendo', 'Games']","{'Best Sellers Rank': {'Video Games': 130157, 'Super Nintendo Games': 471}, 'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Product Dimensions': '5.4 x 3.1 x 0.8 inches; 0.8 Ounces', 'Type of item': 'Video Game', 'Rated': 'Rating Pending', 'Is Discontinued By Manufacturer': 'Yes', 'Item Weight': '0.8 ounces', 'Manufacturer': 'Nintendo', 'Date First Available': 'January 1, 2000'}",B00004TMBY,,Video Games Video Games Legacy Systems Nintendo Systems Super Nintendo Games,video game video game legacy system nintendo system super nintendo game
Video Games,Pirate Stories: Kit & Ellis [Download],4.0,1,"['Follow 2 Different Stories.', 'Play Puzzle Or Arcade Mode.', 'Intricate Maps To Follow.', '5 Puzzle Types In Each Mode.']","[""Discover a thrilling pirate story embedded in a Match-3 puzzler! Become entranced with Kit and Ellis, two strangers brought together by fate! Follow Kit's story by matching treasure and clearing the boxes or choose to follow Ellis by collecting specific amounts of treasure! The choice is yours! You can also decide to swap the pieces, or choose them yourself from the conveyor below! It's a Match-3 experience like no other when you embark on Pirate Stories: Kit & Ellis!""]",6.99,"[{'thumb': 'https://m.media-amazon.com/images/I/41XNlqNfR9L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41XNlqNfR9L.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/61yWkl4DG2L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61yWkl4DG2L.jpg', 'variant': 'PT01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51xMVw-D3TL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51xMVw-D3TL.jpg', 'variant': 'PT02', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/61BkhMA1yjL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61BkhMA1yjL.jpg', 'variant': 'PT03', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/61CNFv24cTL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/61CNFv24cTL.jpg', 'variant': 'PT04', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/31BDm2VqflL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31BDm2VqflL.jpg', 'variant': 'GLMR', 'hi_res': 'https://m.media-amazon.com/images/I/51WzbguWjjL._SL1500_.jpg'}]",[],Realore Studios,"['Video Games', 'PC', 'Accessories']","{'Release date': 'September 11, 2007', 'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Countries': '', 'Return Policy': 'This product is non-returnable and non-refundable.', 'Terms of Use': 'By placing your order, you agree to our Games and Software Terms of Use.', 'Type of item': 'Software Download', 'Manufacturer': 'Realore Studios', 'Date First Available': 'February 1, 2009'}",B001KC020U,,Video Games Video Games PC Accessories,video game video game pc accessory
Video Games,Need for Speed Payback - Pre Load- PS4 [Digital Code],3.8,45,"['Pre-Load: Download your content now and access it once it goes live on 11/9/2017 at 9:00 PM PST', 'Play through an explosive adventure as three distinct characters united by one common goal: revenge.', 'Endlessly fine-tune your performance through each of the five distinct car classes (Race, Drift, Off-Road, Drag, and Runner).', 'Get on a roll and win big with risk-versus-reward gameplay. The return of intense cop chases means the stakes have never been higher.']",[],,"[{'thumb': 'https://m.media-amazon.com/images/I/51dXCozvD1L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51dXCozvD1L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71u6Vw7FzML._SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41hxMYFWjVL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41hxMYFWjVL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/81jix5oAV3L._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41OS8FuEUyL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41OS8FuEUyL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/816FjmpFsLL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41V04n7T1bL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41V04n7T1bL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/91Q9iPkh5jL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41yxrQ2tNjL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41yxrQ2tNjL.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/81HkNf6NjoL._SL1500_.jpg'}]","[{'title': 'Need for Speed Payback Welcome to Fortune', 'url': 'https://www.amazon.com/vdp/d8115af9624143d8be4fc7d5f34881c0?ref=dp_vse_rvc_0', 'user_id': ''}]",Electronic Arts,"['Video Games', 'PlayStation Digital Content', 'Games']","{'Release date': 'November 3, 2017', 'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Countries': '', 'Return Policy': 'This product is non-returnable and non-refundable.', 'Terms of Use': 'By placing your order, you agree to our Games and Software Terms of Use.', 'Type of item': 'Software Download', 'Rated': 'Rating Pending', 'Manufacturer': 'Electronic Arts', 'Date First Available': 'June 1, 2017'}",B072QFG8L3,,Video Games Video Games PlayStation Digital Content Games,video game video game playstation digital content game
Video Games,BIG BUCK HUNTER PRO - NINTENDO Wii BUNDLE (2 SHOTGUNS & GAME),3.6,2,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/51TJNtPo2CL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51TJNtPo2CL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91CsRueZ3HL._SL1500_.jpg'}]",[],Jakks,"['Video Games', 'Legacy Systems', 'Nintendo Systems', 'Wii', 'Games']","{'Best Sellers Rank': {'Video Games': 195220, 'Wii Games': 2719}, 'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Package Dimensions': '24 x 10 x 8 inches; 5 Pounds', 'Is Discontinued By Manufacturer': 'No', 'Item Weight': '5 pounds', 'Manufacturer': 'Jakks', 'Date First Available': 'April 4, 2011'}",B004V4I69S,,Video Games Video Games Legacy Systems Nintendo Systems Wii Games,video game video game legacy system nintendo system wii game
Video Games,Slain: Back From Hell - Playstation 4 PS4,4.6,21,"['Challenging elemental- based melee and magical combat.', '6 hours of bone-crushing, metal-fuelled mayhem & grisly gore.', 'Choose from 3 unique weapons in your fight against the demon hordes.', 'Full soundtrack recorded by Curt Victor Bryant formally of Celtic Frost. m/', 'Cunningly concealed secrets (shhh).']","['You control the fate of Bathoryn, a doomed hero in a Gothic world, who seeks to liberate six cursed realms from six deadly overlords.He must battle his way through this blighted land, packed with gruesome and lethal creatures before ascending (or sometimes descending) into a stronghold, all the while defeating fiendish traps and vile monsters alike.Accompanied by the heavy metal visuals is an even heavier metal soundtrack recorded by Curt Victor Bryant (formally of Celtic Frost).Features:']",49.99,"[{'thumb': 'https://m.media-amazon.com/images/I/51U2HwDWVIL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51U2HwDWVIL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81d1bTAky5L._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51jMlQUfK0L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51jMlQUfK0L.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/714Kzy8a-pL._SL1280_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51mHnX9+I3L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51mHnX9+I3L.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/7128mTD8RjL._SL1280_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51dSVBLXAZL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51dSVBLXAZL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71duRzStXbL._SL1280_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51GYSqD3kwL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51GYSqD3kwL.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71JWLsT9YfL._SL1280_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51m5ZWjubSL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51m5ZWjubSL.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/713Mh53fsYL._SL1280_.jpg'}]",[],Merge Games,"['Video Games', 'PlayStation 4', 'Games']","{'Best Sellers Rank': {'Video Games': 105779, 'PlayStation 4 Games': 4452}, 'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Product Dimensions': '5.31 x 0.55 x 6.77 inches; 3 Ounces', 'Type of item': 'Video Game', 'Rated': 'Mature', 'Item Weight': '3 ounces', 'Manufacturer': 'Merge Games', 'Date First Available': 'December 12, 2016'}",B01N16IGKN,,Video Games Video Games PlayStation 4 Games,video game video game playstation game
Video Games,Xbox Elite Controller Series 2 Limited Edition by DreamController. Custom Elite Series 2 Controller Compatible with Xbox One/Series X/S. Made with Advanced Hydro-Dip Paint Technology (Not Just a Skin),4.5,152,"['We Proudly Customize in USA Original Micro-Soft Xbox Elite Series 2 Controller using Hydro-dip Painting- it brings life to your regular boring controller. The colors never fade, even if you use it for long hours frequently, all thanks to its most Advanced hydro-dip printing technology.', 'These Controllers will add a Cherry to your Gaming Room Decor. These Controllers come with all Original Accessories and their normal working is not affected by the custom printing on them. Since these are not skins, you need not worry about them peeling off after some time or any wrinkles or bubbles on the surface.', ""We believe that one shouldn't settle for a normal, plain boring controller when they can have a controller that is colorful, has great artwork on it, have a soft touch feel, and is so much fun! Stand out among all your gamer friends/streamers with these Unique Designed Elite Controllers."", 'Feel confident purchasing your New Custom Xbox one Elite controller because all controllers are manually Checked for quality by our in-house technicians in the USA and Tested before shipping out. All Controllers are compatible with Xbox One, Xbox One S/X, Xbox Series S/X, and, PC Windows 10 devices.', 'High quality and wear-resistant and with an anti-slip design on both sides, these controllers include a brand new wireless connection that lets you rid yourself of cable lines to enjoy a great wireless range!']",[],259.99,"[{'thumb': 'https://m.media-amazon.com/images/I/41mtWnNqlmL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41mtWnNqlmL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71ltsg5HWVL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51MwCdWuiwL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51MwCdWuiwL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/813c1sf5eBL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41RmaV+lmML._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41RmaV+lmML.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/717X81hQauL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41phQyiKNBL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41phQyiKNBL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71aJ01reUuL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/517Sab3ewgL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/517Sab3ewgL.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/713VGGQCosL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41VhLPrWEXL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41VhLPrWEXL.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71YQ6F6B5hL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51TUPjs0Y3L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51TUPjs0Y3L.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/811X5YCt3HL._SL1500_.jpg'}]",[],DreamController,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox', 'Consoles']","{'Best Sellers Rank': {'Video Games': 111341, 'Xbox Consoles': 194, 'Xbox One Consoles': 245}, 'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Package Dimensions': '8 x 8 x 3.5 inches; 2.9 Pounds', 'Item model number': 'Xbox-Elite S 2-Red Dragon-FBA', 'Is Discontinued By Manufacturer': 'No', 'Item Weight': '2.9 pounds', 'Manufacturer': 'DreamController', 'Country of Origin': 'USA', 'Date First Available': 'January 1, 2020'}",B09ZL879X1,,Video Games Video Games Legacy Systems Xbox Systems Xbox Consoles,video game video game legacy system xbox system xbox console
Tools & Home Improvement,Universal Game Storage Tower for Xbox One PS4,3.6,26,[],[],21.15,"[{'thumb': 'https://m.media-amazon.com/images/I/41p0eAVapOL._AC_US75_.jpg', 'large': 'https://m.media-amazon.com/images/I/41p0eAVapOL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61AlmXZXTxL._AC_SL1001_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/517idsHsuWL._AC_US75_.jpg', 'large': 'https://m.media-amazon.com/images/I/517idsHsuWL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61vFxwGHoQL._AC_SL1001_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51IC21uDSdL._AC_US75_.jpg', 'large': 'https://m.media-amazon.com/images/I/51IC21uDSdL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61SZIhWBY-L._AC_SL1001_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Hrl70UEcL._AC_US75_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Hrl70UEcL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61lUeTfnQmL._AC_SL1001_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41aEFrM59pL._AC_US75_.jpg', 'large': 'https://m.media-amazon.com/images/I/41aEFrM59pL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/51XpauKzJJL._AC_SL1001_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Ccj4vD31L._AC_US75_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Ccj4vD31L._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/61VmWRjWLYL._AC_SL1001_.jpg'}]",[],WinnerEco,"['Video Games', 'PlayStation 4', 'Games']","{'Pattern': 'Solid', 'Shape': 'Rectangular', 'Item Package Quantity': '1', 'Number Of Pieces': '1', 'Best Sellers Rank': {'Video Games': 108439, 'Xbox One Games': 2422, 'PlayStation 4 Games': 4527}, 'Date First Available': 'November 16, 2016', 'Brand': 'Winnereco', 'Number of Items': '1'}",B01N75LRM0,,Tools & Home Improvement Video Games PlayStation 4 Games,tool home improvement video game playstation game
Computers,eSeeking [3PCS] Whole Body Vinyl Sticker Decal Cover Skin for Xbox One Controller - 3pcs. Style B,5.0,2,"['High quality graphics vinyl skin sticker protector.', 'Easy install & removal. Leaves nehind no sticky residue.', 'Protect your controller from dust and scratches.', 'Extremely thin and durable, light weight high quality material.', 'Item listed is a vinyl skin, not a hard plastic cover.']","['Top Quality VINYL SKINS', ': Adhesive leaves no residue when remove VINYL SKINS.', 'FEATURE', ': Brand new in package, fashion design; Easy to use and remove; the location of the fold line is cut out in stereo; With a gas grooves, there will be no small bubble under SKINS.', 'COMPLETELY PROTECT', ': Dust proof, water resistance, oil resistance.Non-slip grip design for manipulating ease and comfort grip, ""Anti-Slip"" Grip-Like.Will\'t Scratch, Fade(UV Resistant) or Peel. With the protected vinyl games sticker, when you play games with kinds of snacks and drinks, it will protect your console or controllers from water, juice, oil, spot and long term finger print on those system.', 'EXTREMELY COOL', ': This skins will give your Controllers new and cool look when playing games with your friends.', 'INSTALLION METHOD', ': 1:)Wash hands and dry; 2:)Clean Controllers and SKINS surface thoroughly; 3:)Put on each piece of vinyl decal carefully; 4:)Apply hot air to ontrol decal surface by using a hair dryer will be best result.']",,"[{'thumb': 'https://m.media-amazon.com/images/I/51cgl00yFxL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51cgl00yFxL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61+ssLlP9jL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51CkLxRjsRL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51CkLxRjsRL._AC_.jpg', 'variant': 'PT01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51gwDiWSd0L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51gwDiWSd0L._AC_.jpg', 'variant': 'PT02', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51R5DQIB9CL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51R5DQIB9CL._AC_.jpg', 'variant': 'PT03', 'hi_res': None}]",[],eSeeking,"['Video Games', 'Xbox One', 'Accessories', 'Controllers', 'Joysticks']","{'Product Dimensions': '7.5 x 4.3 x 0.1 inches', 'Item Weight': '1 ounces', 'Manufacturer': 'eSeeking', 'Date First Available': 'July 2, 2020', 'Brand': 'eSeeking', 'Compatible Devices': 'Controller', 'Material': 'Vinyl', 'Special Feature': 'Scratch Resi, Anti Slip, Dust Proof', 'Theme': 'Leaves'}",B08C91TQLV,,Computers Video Games Xbox One Accessories Controllers Joysticks,computer video game xbox one accessory controller joystick
Video Games,E-MODS GAMING TV game mini console player Plug & Play with 89 TV Games-Orange,2.4,9,"['*Super Classic 8-Bit 89 Retro in 1 set', '*Plug & Play on Your TV, Supported TV system:NTSC', '*Built-in laser lamps or flashlight, great gift for your kids and children', '*Featuring 8-Bit Classic Games including Mario Bros, Pac-man. Ship By amazon', '*Requires 1* AAA Batteries (Not Included)']","['BRAND NEW 8-Bit Portable gift TV game console', '(ORANGE)  Featuring 8-Bit Classic Games including Mario Bros, Pac-man, Donkey Kong and more!', 'In Stock. Order Now!', 'PRODUCT DETAILS', '*3 fire buttons+ Muti_Function the direction key *Super Classic 8 bit 89 games in 1 set * TV output interface * AV cable included *Supported TV system:NTSC * Built-in laser lamps or flashlight  *Power from: 1* AAA Batteries (Not Included)', 'Package Contains', '- 1 micro MINI gift game player with light - Retail package included! - AV cable', 'WARRANTY', 'Contact seller within 30 days of purchase for return or exchange.']",,"[{'thumb': 'https://m.media-amazon.com/images/I/51bnKy9Jw2L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51bnKy9Jw2L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71RNS1Qm1bL._SL1100_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51CN3X-CmhL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51CN3X-CmhL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71JsqqwIaVL._SL1100_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41gTT37WahL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41gTT37WahL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/619dkv1nMCL._SL1100_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41JLBPqCzrL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41JLBPqCzrL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61DzYM+2UqL._SL1100_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41jeNNVTyBL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41jeNNVTyBL.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/61Z5XzXjHaL._SL1100_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41bldvAtXuL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41bldvAtXuL.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/61Bxpbh7cEL._SL1100_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41CFyX15s3L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41CFyX15s3L.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/61qVbsPLmLL._SL1100_.jpg'}]",[],E-MODS GAMING,[],"{'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Product Dimensions': '4.02 x 0.79 x 2.36 inches; 2.4 Ounces', 'Rated': 'Kids to Adults', 'Is Discontinued By Manufacturer': 'No', 'Item Weight': '2.39 ounces', 'Manufacturer': 'Gameprince', 'Date First Available': 'March 23, 2015'}",B00V2V8JZE,,Video Games ,video game
Video Games,"DOYO Joy Con Comfort Grip, Unique Detachable Design for Left and Right Joycon, Controller Hand Grip Compatible with Switch/Switch OLED Joycons(Blue)",4.2,6,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/41KKV1+4prL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41KKV1+4prL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61qGWhtI2fL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41tONVWdnsL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41tONVWdnsL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/614yXEBSORL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/410m4Ie4XBL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/410m4Ie4XBL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61G8HIVNLvL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51rBCr5aOgL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51rBCr5aOgL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71baF7SQORL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41eKUWBVhSL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41eKUWBVhSL.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/61aep05J5YL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41dJG9a7oGL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41dJG9a7oGL.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/613E6MnccDL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41l8E7s9XUL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41l8E7s9XUL.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/61PfwW6PS7L._SL1500_.jpg'}]",[],DOYO,"['Video Games', 'Nintendo Switch', 'Accessories', 'Hand Grips']","{'Best Sellers Rank': {'Video Games': 104692, 'Nintendo Switch Hand Grips': 431}, 'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Package Dimensions': '5.83 x 4.57 x 2.2 inches; 4.16 Ounces', 'Type of item': 'Video Game', 'Item Weight': '4.2 ounces', 'Manufacturer': 'DOYO', 'Date First Available': 'December 15, 2021'}",B09NN5VYX5,,Video Games Video Games Nintendo Switch Accessories Hand Grips,video game video game nintendo switch accessory hand grip
Video Games,PS3 Supper Slim Skin God of War (A),5.0,1,['skin for system and 2 controllers'],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/51DwGidu2IL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51DwGidu2IL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91vwVG3RFZL._SL1500_.jpg'}]",[],Sign Smith,"['Video Games', 'Legacy Systems', 'PlayStation Systems', 'PlayStation 3', 'Accessories', 'Faceplates, Protectors & Skins', 'Skins']","{'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Type of item': 'Video Game', 'Manufacturer': 'Sign Smith', 'Date First Available': 'March 15, 2013'}",B00BURTGLG,,"Video Games Video Games Legacy Systems PlayStation Systems PlayStation 3 Accessories Faceplates, Protectors & Skins Skins",video game video game legacy system playstation system playstation accessory faceplate protector skin skin
